,close,high,low,open,time,volumefrom,volumeto,timestamp,close_5_sma,close_50_sma,close_5_ema,close_12_ema,close_26_ema,macd,macds,macdh,close_-1_s,close_-1_d,rs_14,rsi_14,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,tr,atr,bdy_sent_pos,bdy_sent_neg,bdy_sent_neu,bdy_sent_compound,title_sent_pos,title_sent_neg,title_sent_neu,title_sent_compound
0,8870.82,9147.93,7786.2,9114.73,1517529600,322596.22,2768759876.15,2018-02-01,8870.82,8870.82,8870.82,8870.82,8870.82,0.0,0.0,0.0,,,,,8870.82,,8870.82,,,,,0.06250036630036633,0.06111355311355311,0.8763796703296703,-0.011739041514041508,0.03748717948717949,0.092,0.8705128205128208,-0.08794615384615383
1,9251.27,9504.37,8194.68,8872.87,1517616000,139226.07,1253484523.4,2018-02-02,9061.045,9061.045,9099.09,9076.897083333333,9068.361346153846,8.535737179487112,4.742076210826174,7.58732193732188,8870.82,380.45000000000067,inf,100.0,9061.045,269.01877490242254,9061.045,9599.082549804843,8523.007450195155,1309.6900000000005,1309.6900000000005,0.05944214285714285,0.05475166666666666,0.8858061904761904,0.06879855952380952,0.07747499999999999,0.049175,0.87335,0.047830000000000004
2,8218.05,9400.99,7889.83,9251.27,1517702400,164609.06,1413207410.82,2018-02-03,8780.046666666667,8780.046666666667,8681.755263157893,8741.688868360277,8762.852735337603,-21.1638669773256,-5.875113620383567,-30.577506713884066,9251.27,-1033.2200000000012,0.3419165327810149,25.47971683994534,8780.046666666667,522.5569257347316,8780.046666666667,9825.160518136128,7734.932815197205,1511.16,1414.1559259259259,0.10704636591478696,0.028160401002506264,0.8648195488721804,0.2581850877192982,0.10021052631578947,0.05692105263157896,0.8428157894736842,0.0959578947368421
3,6937.08,8391.29,6627.31,8218.05,1517788800,341828.54,2534149181.03,2018-02-04,8319.305,8319.305,7957.043999999999,8172.04437356322,8252.446464038176,-80.4020904749559,-31.121379492528664,-98.5614219648545,8218.05,-1280.9699999999993,0.1464215072385405,12.772048178966514,8319.305,1015.4680500636152,8319.305,10350.24110012723,6288.368899872769,1763.9800000000007,1539.504223034735,0.09535062656641603,0.05114448621553885,0.8535575187969925,0.12017924812030074,0.12094736842105265,0.0798421052631579,0.7992105263157894,0.05801052631578945
4,7701.25,7932.38,5968.36,6936.43,1517875200,495883.24,3397596513.74,2018-02-05,8195.694,8195.694,7858.848199052132,8044.131224874193,8124.621730563383,-80.49050568918938,-45.807578384919395,-69.36585460853995,6937.08,764.1700000000002,0.5137472105506032,33.938771742722835,8195.694,921.8350813079317,8195.694,10039.364162615862,6352.023837384137,1964.0200000000007,1657.7052673769665,0.08903088235294118,0.05397107843137256,0.8569965686274509,0.09863519607843138,0.14476470588235293,0.06367647058823529,0.7915294117647056,0.10361176470588236
5,7592.72,8572.68,7208.86,7701.25,1517961600,271450.37,2159765331.36,2018-02-06,7940.0740000000005,8095.198333333334,7761.601353383458,7934.414548573471,8018.086056227553,-83.67150765408131,-56.070808410605146,-55.20139848695234,7701.25,-108.52999999999977,0.4864192885560648,32.72423146692219,8095.198333333334,860.4767328735085,8095.198333333334,9816.151799080351,6374.244867586317,1363.8200000000004,1589.9107040130673,0.07464888551165147,0.04922497467071935,0.8761256332320161,0.07518736068895644,0.09297872340425532,0.10595744680851063,0.8010425531914892,-0.012132978723404254
6,8260.69,8643.94,7590.48,7593.78,1518048000,193040.33,1594673973.51,2018-02-07,7741.958000000001,8118.840000000001,7938.30636716853,8007.2217740086035,8061.231910001975,-54.01013599337057,-55.54930719554076,3.0783424043403897,7592.72,667.9700000000003,0.8389922233274031,45.62239104031458,8118.840000000001,787.9906970686058,8118.840000000001,9694.821394137212,6542.858605862789,1053.4600000000012,1483.1607202244259,0.09197057142857143,0.031523452380952374,0.8765243095238097,0.1493282880952381,0.1072,0.0245,0.8683,0.12730200000000005
7,8696.83,8743.2,7775.36,8259.26,1518134400,162279.68,1348072086.15,2018-02-08,7837.714000000003,8191.088750000001,8201.413613005552,8151.132381768224,8163.642511357185,-12.510129588960808,-45.20618346476532,65.39210775160902,8260.69,436.1399999999994,1.0869071154974104,52.082198935736926,8191.088750000001,757.6174512516669,8191.088750000001,9706.323652503335,6675.853847496667,967.840000000001,1392.2166888931674,0.08641925925925925,0.027203333333333333,0.8863655555555555,0.19481255555555554,0.10984444444444444,0.02275555555555556,0.8673999999999998,0.12785222222222226
8,8569.29,9081.49,8176.25,8696.83,1518220800,155616.78,1348923336.33,2018-02-09,8164.156000000001,8233.111111111111,8327.314034218352,8233.858842127744,8223.768374327827,10.090467799916949,-32.43238269452218,85.04570098887827,8696.83,-127.53999999999904,1.0081931932818826,50.20399415029618,8233.111111111111,719.8118411335782,8233.111111111111,9672.734793378268,6793.487428843955,905.2399999999997,1314.444897491508,0.07521053391053392,0.04469545454545455,0.8801010822510821,0.11250817460317457,0.07112121212121213,0.07163636363636365,0.8572121212121212,-0.014412121212121216
9,8084.61,8573.35,7862.31,8569.32,1518307200,123293.84,1013771945.88,2018-02-10,8240.828000000001,8218.261,8244.984977682034,8205.576244549264,8204.565873055612,1.010371493652201,-24.939264407154738,51.89927180161389,8569.29,-484.6800000000012,0.7776973448364979,43.74745493631965,8218.261,680.2679223079034,8218.261,9578.796844615808,6857.725155384193,711.04,1225.8957853896022,0.07606877551020408,0.06431931972789115,0.8596071428571429,0.03155238775510203,0.09127142857142856,0.0714,0.8373428571428572,0.005438571428571429
10,8911.27,8997.34,8084.41,8084.61,1518393600,124923.98,1085921871.17,2018-02-11,8504.538,8281.261818181818,8469.677661722797,8334.701186318474,8296.225622204487,38.47556411398728,-11.064462275005278,99.08005277798513,8084.61,826.6600000000008,1.1976263319318368,54.49635884545741,8281.261818181818,678.3421964734056,8281.261818181818,9637.946211128628,6924.5774252350075,912.9300000000003,1183.1853190199781,0.06521376811594203,0.05639202898550725,0.8783942028985506,0.02650664596273293,0.030043478260869564,0.0607391304347826,0.909217391304348,-0.07025217391304348
11,8544.69,8955.15,8379.35,8911.17,1518480000,98632.88,853320352.71,2018-02-12,8561.338,8303.214166666667,8494.875986706995,8372.036508027264,8326.753385923657,45.28312210360673,1.0366357230763452,88.49297276106077,8911.27,-366.57999999999987,0.997572509623675,49.939238992211045,8303.214166666667,651.2291102838242,8303.214166666667,9605.672387234317,7000.755946099019,575.7999999999993,1105.35743773457,0.08557499999999997,0.035979790940766546,0.8784513066202091,0.11830790940766545,0.058951219512195126,0.016390243902439018,0.924658536585366,0.05392926829268293
