,unnamed: 0,close,high,low,open,time,volumefrom,volumeto,timestamp,close_5_sma,close_50_sma,close_5_ema,close_12_ema,close_26_ema,macd,macds,macdh,close_-1_s,close_-1_d,rs_14,rsi_14,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,tr,atr
0,2757,8870.82,9147.93,7786.2,9114.73,1517529600,322596.22,2768759876.15,2018-02-01 19:00:00,8870.82,8870.82,8870.82,8870.82,8870.82,0.0,0.0,0.0,,,,,8870.82,,8870.82,,,,
1,2758,9251.27,9504.37,8194.68,8872.87,1517616000,139226.07,1253484523.4,2018-02-02 19:00:00,9061.045,9061.045,9099.09,9076.897083333333,9068.361346153846,8.535737179487114,4.742076210826174,7.58732193732188,8870.82,380.4500000000007,inf,100.0,9061.045,269.01877490242254,9061.045,9599.082549804845,8523.007450195155,1309.6900000000005,1309.6900000000005
2,2759,8218.05,9400.99,7889.83,9251.27,1517702400,164609.06,1413207410.82,2018-02-03 19:00:00,8780.046666666667,8780.046666666667,8681.755263157893,8741.688868360277,8762.852735337603,-21.163866977325597,-5.8751136203835665,-30.577506713884063,9251.27,-1033.2200000000012,0.3419165327810149,25.47971683994534,8780.046666666667,522.5569257347317,8780.046666666667,9825.16051813613,7734.932815197204,1511.1599999999999,1414.155925925926
3,2760,6937.08,8391.29,6627.31,8218.05,1517788800,341828.54,2534149181.03,2018-02-04 19:00:00,8319.305,8319.305,7957.043999999999,8172.04437356322,8252.446464038176,-80.40209047495591,-31.121379492528664,-98.5614219648545,8218.05,-1280.9699999999993,0.1464215072385405,12.772048178966514,8319.305,1015.4680500636152,8319.305,10350.24110012723,6288.36889987277,1763.9800000000005,1539.5042230347353
4,2761,7701.25,7932.38,5968.36,6936.43,1517875200,495883.24,3397596513.74,2018-02-05 19:00:00,8195.694,8195.694,7858.848199052132,8044.131224874193,8124.621730563383,-80.49050568918938,-45.8075783849194,-69.36585460853995,6937.08,764.1700000000001,0.5137472105506032,33.938771742722835,8195.694,921.8350813079317,8195.694,10039.364162615862,6352.023837384137,1964.0200000000004,1657.7052673769665
5,2762,7592.72,8572.68,7208.86,7701.25,1517961600,271450.37,2159765331.36,2018-02-06 19:00:00,7940.074,8095.198333333334,7761.601353383458,7934.414548573471,8018.086056227552,-83.67150765408132,-56.07080841060515,-55.20139848695234,7701.25,-108.52999999999975,0.48641928855606476,32.72423146692219,8095.198333333334,860.4767328735085,8095.198333333334,9816.151799080351,6374.244867586317,1363.8200000000006,1589.9107040130673
6,2763,8260.69,8643.94,7590.48,7593.78,1518048000,193040.33,1594673973.51,2018-02-07 19:00:00,7741.958000000001,8118.840000000001,7938.3063671685295,8007.221774008604,8061.231910001975,-54.01013599337057,-55.54930719554076,3.0783424043403897,7592.72,667.9700000000003,0.8389922233274031,45.62239104031458,8118.840000000001,787.9906970686058,8118.840000000001,9694.821394137212,6542.85860586279,1053.460000000001,1483.1607202244259
7,2764,8696.83,8743.2,7775.36,8259.26,1518134400,162279.68,1348072086.15,2018-02-08 19:00:00,7837.714000000003,8191.088750000001,8201.413613005552,8151.132381768224,8163.642511357185,-12.510129588960808,-45.20618346476532,65.39210775160902,8260.69,436.1399999999994,1.0869071154974104,52.08219893573692,8191.088750000001,757.6174512516669,8191.088750000001,9706.323652503335,6675.853847496667,967.840000000001,1392.2166888931674
8,2765,8569.29,9081.49,8176.25,8696.83,1518220800,155616.78,1348923336.33,2018-02-09 19:00:00,8164.156000000001,8233.111111111111,8327.314034218352,8233.858842127744,8223.768374327827,10.09046779991695,-32.43238269452218,85.04570098887827,8696.83,-127.53999999999905,1.0081931932818826,50.20399415029618,8233.111111111111,719.8118411335782,8233.111111111111,9672.734793378268,6793.487428843955,905.2399999999998,1314.444897491508
9,2766,8084.61,8573.35,7862.31,8569.32,1518307200,123293.84,1013771945.88,2018-02-10 19:00:00,8240.828000000001,8218.261,8244.984977682034,8205.576244549264,8204.565873055612,1.010371493652201,-24.93926440715474,51.899271801613885,8569.29,-484.6800000000012,0.777697344836498,43.74745493631965,8218.261,680.2679223079034,8218.261,9578.796844615807,6857.725155384193,711.04,1225.8957853896022
