,close,high,low,open,time,volumefrom,volumeto
0,0.00343,0.004183,0.00343,0.003806,20141202,0.0,0.0
1,0.003411,0.00377,0.003396,0.003396,20141203,0.0,0.0
2,0.003595,0.003883,0.00334,0.003347,20141204,0.0,0.0
3,0.003055,0.003671,0.003055,0.003671,20141205,0.0,0.0
4,0.003078,0.003574,0.00301,0.003044,20141206,0.0,0.0
5,0.003042,0.003388,0.003038,0.00308,20141207,0.0,0.0
6,0.003474,0.004518,0.002945,0.002949,20141208,0.0,0.0
7,0.002479,0.00405,0.002166,0.003353,20141209,0.0,0.0
8,0.002644,0.003305,0.002449,0.002449,20141210,0.0,0.0
9,0.002642,0.002903,0.002642,0.002642,20141211,0.0,0.0
10,0.002484,0.002912,0.002481,0.002686,20141212,0.0,0.0
11,0.002445,0.002716,0.002445,0.002448,20141213,0.0,0.0
12,0.002452,0.002529,0.002452,0.002452,20141214,0.0,0.0
13,0.002469,0.002815,0.002418,0.002424,20141215,0.0,0.0
14,0.002345,0.002506,0.002328,0.002361,20141216,0.0,0.0
15,0.002647,0.002663,0.002269,0.002272,20141217,0.0,0.0
16,0.002396,0.00265,0.002359,0.002567,20141218,0.0,0.0
17,0.002564,0.002711,0.002393,0.002453,20141219,0.0,0.0
18,0.00262,0.002666,0.002478,0.002666,20141220,0.0,0.0
19,0.002307,0.002558,0.002307,0.002558,20141221,0.0,0.0
20,0.002352,0.002571,0.002352,0.002366,20141222,0.0,0.0
21,0.002384,0.002682,0.00238,0.002384,20141223,0.0,0.0
22,0.002586,0.002815,0.002292,0.002292,20141224,0.0,0.0
23,0.002549,0.002558,0.002281,0.002558,20141225,0.0,0.0
24,0.002472,0.003372,0.002363,0.002637,20141226,0.0,0.0
25,0.002737,0.00315,0.002362,0.002362,20141227,0.0,0.0
26,0.003165,0.003444,0.002744,0.002747,20141228,0.0,0.0
27,0.003185,0.003612,0.002739,0.003141,20141229,0.0,0.0
28,0.003187,0.003243,0.003156,0.003156,20141230,0.0,0.0
29,0.003182,0.003265,0.003182,0.003259,20141231,0.0,0.0
30,0.002774,0.003177,0.00274,0.003149,20150101,0.0,0.0
31,0.002742,0.002988,0.002742,0.002777,20150102,0.0,0.0
32,0.002498,0.002527,0.002498,0.002498,20150103,0.0,0.0
33,0.002118,0.002314,0.002118,0.002303,20150104,0.0,0.0
34,0.002199,0.002474,0.002199,0.002199,20150105,0.0,0.0
35,0.002258,0.002261,0.002258,0.002258,20150106,0.0,0.0
36,0.002302,0.002334,0.002272,0.002331,20150107,0.0,0.0
37,0.002233,0.002233,0.002233,0.002233,20150108,0.0,0.0
38,0.002304,0.002592,0.002275,0.002275,20150109,0.0,0.0
39,0.00205,0.002187,0.00205,0.002187,20150110,0.0,0.0
40,0.002039,0.002251,0.001986,0.001986,20150111,0.0,0.0
41,0.002074,0.002117,0.002074,0.002074,20150112,0.0,0.0
42,0.001704,0.001726,0.001704,0.001704,20150113,0.0,0.0
43,0.001321,0.001468,0.00127,0.00127,20150114,0.0,0.0
44,0.001888,0.001888,0.001615,0.00168,20150115,0.0,0.0
45,0.001686,0.001862,0.001686,0.001862,20150116,0.0,0.0
46,0.001615,0.001631,0.001597,0.001627,20150117,0.0,0.0
47,0.001706,0.001706,0.001685,0.001704,20150118,0.0,0.0
48,0.001641,0.001749,0.001641,0.001749,20150119,0.0,0.0
49,0.001638,0.001659,0.0016,0.0016,20150120,0.0,0.0
50,0.001782,0.001939,0.001775,0.001775,20150121,0.0,0.0
51,0.001862,0.001978,0.001817,0.001817,20150122,0.0,0.0
52,0.001857,0.001857,0.001857,0.001857,20150123,0.0,0.0
53,0.001814,0.001993,0.001772,0.001985,20150124,0.0,0.0
54,0.001976,0.002193,0.001843,0.001843,20150125,0.0,0.0
55,0.002113,0.002285,0.0021,0.00211,20150126,0.0,0.0
56,0.002106,0.002238,0.00204,0.002067,20150127,0.0,0.0
57,0.001941,0.00214,0.001889,0.001889,20150128,0.0,0.0
58,0.001937,0.001991,0.001919,0.001923,20150129,0.0,0.0
59,0.001966,0.001971,0.00192,0.00192,20150130,0.0,0.0
60,0.001892,0.001901,0.001838,0.001853,20150131,0.0,0.0
61,0.001908,0.002039,0.001888,0.001951,20150201,0.0,0.0
62,0.002006,0.002109,0.001985,0.002023,20150202,0.0,0.0
63,0.00191,0.002047,0.001899,0.00191,20150203,0.0,0.0
64,0.002012,0.002041,0.001903,0.001903,20150204,0.0,0.0
65,0.00196,0.001981,0.001901,0.001923,20150205,0.0,0.0
66,0.001808,0.002018,0.001806,0.002018,20150206,0.0,0.0
67,0.001856,0.00194,0.001844,0.001846,20150207,0.0,0.0
68,0.001852,0.001872,0.001812,0.001823,20150208,0.0,0.0
69,0.001791,0.001983,0.001787,0.001824,20150209,0.0,0.0
70,0.001786,0.001869,0.001779,0.001786,20150210,0.0,0.0
71,0.001864,0.001972,0.001779,0.001779,20150211,0.0,0.0
72,0.00193,0.002247,0.00183,0.00189,20150212,0.0,0.0
73,0.00239,0.00248,0.002005,0.002055,20150213,0.0,0.0
74,0.002328,0.00277,0.002328,0.002617,20150214,0.0,0.0
75,0.002071,0.002148,0.002046,0.002099,20150215,0.0,0.0
76,0.002068,0.002134,0.002068,0.002094,20150216,0.0,0.0
77,0.002072,0.002147,0.002065,0.002133,20150217,0.0,0.0
78,0.00203,0.00203,0.002004,0.002004,20150218,0.0,0.0
79,0.002088,0.002102,0.002064,0.002088,20150219,0.0,0.0
80,0.002091,0.002171,0.002086,0.00211,20150220,0.0,0.0
81,0.002085,0.00209,0.002085,0.00209,20150221,0.0,0.0
82,0.002006,0.002011,0.002006,0.002011,20150222,0.0,0.0
83,0.002032,0.002051,0.002032,0.002032,20150223,0.0,0.0
84,0.002033,0.002038,0.002033,0.002033,20150224,0.0,0.0
85,0.002017,0.002022,0.002017,0.00202,20150225,0.0,0.0
86,0.002011,0.002013,0.002011,0.002011,20150226,0.0,0.0
87,0.002152,0.00218,0.002152,0.002154,20150227,0.0,0.0
88,0.002106,0.00216,0.002106,0.002157,20150228,0.0,0.0
89,0.00204,0.002138,0.002017,0.002138,20150301,0.0,0.0
90,0.002135,0.002215,0.002127,0.002154,20150302,0.0,0.0
91,0.002127,0.002237,0.002127,0.002189,20150303,0.0,0.0
92,0.001958,0.002097,0.001958,0.002061,20150304,0.0,0.0
93,0.00199,0.002072,0.001982,0.001982,20150305,0.0,0.0
94,0.001979,0.002031,0.001971,0.001971,20150306,0.0,0.0
95,0.001988,0.00207,0.001988,0.001996,20150307,0.0,0.0
96,0.001987,0.002056,0.001985,0.001985,20150308,0.0,0.0
97,0.00212,0.002375,0.002039,0.002085,20150309,0.0,0.0
98,0.002101,0.002491,0.002069,0.00213,20150310,0.0,0.0
99,0.002122,0.002456,0.002087,0.002131,20150311,0.0,0.0
100,0.002057,0.002348,0.002057,0.00211,20150312,0.0,0.0
101,0.00201,0.002154,0.00201,0.00201,20150313,0.0,0.0
102,0.001971,0.002095,0.001971,0.001971,20150314,0.0,0.0
103,0.001994,0.002071,0.001994,0.001994,20150315,0.0,0.0
104,0.002062,0.002135,0.002033,0.002033,20150316,0.0,0.0
105,0.001875,0.002098,0.001855,0.002026,20150317,0.0,0.0
106,0.00171,0.001791,0.001663,0.001681,20150318,0.0,0.0
107,0.001722,0.001827,0.001722,0.001743,20150319,0.0,0.0
108,0.001762,0.001804,0.001728,0.001728,20150320,0.0,0.0
109,0.001636,0.001748,0.001636,0.001748,20150321,0.0,0.0
110,0.00174,0.001794,0.001692,0.001692,20150322,0.0,0.0
111,0.001696,0.001813,0.001691,0.00172,20150323,0.0,0.0
112,0.001606,0.001688,0.001574,0.001577,20150324,0.0,0.0
113,0.001599,0.001643,0.001574,0.001604,20150325,0.0,0.0
114,0.001295,0.001711,0.0003299,0.00161,20150326,0.0,0.0
115,0.001557,0.001829,0.00129,0.00129,20150327,0.0,0.0
116,0.00188,0.00189,0.001588,0.001588,20150328,0.0,0.0
117,0.001653,0.001816,0.001544,0.001806,20150329,0.0,0.0
118,0.001703,0.001752,0.001703,0.001728,20150330,0.0,0.0
119,0.001668,0.001697,0.001668,0.001685,20150331,0.0,0.0
120,0.001844,0.001876,0.001682,0.001682,20150401,0.0,0.0
121,0.001788,0.001892,0.001768,0.001892,20150402,0.0,0.0
122,0.001901,0.002038,0.001794,0.001802,20150403,0.0,0.0
123,0.00193,0.002099,0.001889,0.001889,20150404,0.0,0.0
124,0.002012,0.002015,0.001981,0.001981,20150405,0.0,0.0
125,0.001826,0.001976,0.001826,0.001976,20150406,0.0,0.0
126,0.001811,0.001902,0.001811,0.001811,20150407,0.0,0.0
127,0.001702,0.001783,0.001675,0.001751,20150408,0.0,0.0
128,0.001752,0.0019,0.001659,0.001694,20150409,0.0,0.0
129,0.001852,0.001852,0.001676,0.00169,20150410,0.0,0.0
130,0.001845,0.001927,0.001823,0.001866,20150411,0.0,0.0
131,0.001889,0.002005,0.001689,0.00184,20150412,0.0,0.0
132,0.001677,0.00182,0.001655,0.001791,20150413,0.0,0.0
133,0.001635,0.001635,0.001635,0.001635,20150414,0.0,0.0
134,0.001672,0.001672,0.001672,0.001672,20150415,0.0,0.0
135,0.00171,0.00171,0.00171,0.00171,20150416,0.0,0.0
136,0.001669,0.001669,0.001669,0.001669,20150417,0.0,0.0
137,0.001675,0.001675,0.001675,0.001675,20150418,0.0,0.0
138,0.001673,0.001673,0.001673,0.001673,20150419,0.0,0.0
139,0.001682,0.001682,0.001682,0.001682,20150420,0.0,0.0
140,0.001753,0.001753,0.001753,0.001753,20150421,0.0,0.0
141,0.001753,0.001753,0.001753,0.001753,20150422,0.0,0.0
142,0.001775,0.001775,0.001775,0.001775,20150423,0.0,0.0
143,0.001733,0.001876,0.001733,0.001742,20150424,0.0,0.0
144,0.001832,0.002374,0.001678,0.001696,20150425,0.0,0.0
145,0.001767,0.002406,0.001767,0.001771,20150426,0.0,0.0
146,0.001877,0.001948,0.00185,0.00185,20150427,0.0,0.0
147,0.001825,0.001861,0.001813,0.001852,20150428,0.0,0.0
148,0.001824,0.001918,0.00181,0.001821,20150429,0.0,0.0
149,0.001773,0.001945,0.001773,0.001907,20150430,0.0,0.0
150,0.00173,0.001856,0.00173,0.001754,20150501,0.0,0.0
151,0.001739,0.001862,0.001737,0.001746,20150502,0.0,0.0
152,0.001716,0.00186,0.001714,0.001774,20150503,0.0,0.0
153,0.001733,0.001814,0.001706,0.001709,20150504,0.0,0.0
154,0.001686,0.00179,0.001684,0.00171,20150505,0.0,0.0
155,0.001659,0.001767,0.001645,0.001645,20150506,0.0,0.0
156,0.001785,0.001902,0.001705,0.001714,20150507,0.0,0.0
157,0.00177,0.001923,0.001767,0.00183,20150508,0.0,0.0
158,0.001762,0.001856,0.00175,0.001753,20150509,0.0,0.0
159,0.00174,0.001838,0.00174,0.001752,20150510,0.0,0.0
160,0.001753,0.00177,0.001753,0.001753,20150511,0.0,0.0
161,0.001751,0.001788,0.001751,0.001751,20150512,0.0,0.0
162,0.001702,0.001728,0.001702,0.001714,20150513,0.0,0.0
163,0.001708,0.001729,0.001706,0.001706,20150514,0.0,0.0
164,0.001715,0.001824,0.00171,0.00171,20150515,0.0,0.0
165,0.001706,0.001798,0.001706,0.001708,20150516,0.0,0.0
166,0.001801,0.00189,0.001706,0.001706,20150517,0.0,0.0
167,0.001745,0.001791,0.001701,0.001773,20150518,0.0,0.0
168,0.001708,0.00174,0.001694,0.00174,20150519,0.0,0.0
169,0.001918,0.001942,0.001722,0.001722,20150520,0.0,0.0
170,0.00193,0.002069,0.001768,0.00193,20150521,0.0,0.0
171,0.001868,0.00205,0.001836,0.001971,20150522,0.0,0.0
172,0.001964,0.00227,0.001849,0.001857,20150523,0.0,0.0
173,0.001969,0.00208,0.001969,0.001981,20150524,0.0,0.0
174,0.002039,0.002039,0.001937,0.00194,20150525,0.0,0.0
175,0.001924,0.002043,0.001922,0.002043,20150526,0.0,0.0
176,0.002081,0.002323,0.001917,0.00192,20150527,0.0,0.0
177,0.00202,0.002228,0.00202,0.002081,20150528,0.0,0.0
178,0.001737,0.002252,0.001692,0.002017,20150529,0.0,0.0
179,0.002328,0.002565,0.00171,0.00171,20150530,0.0,0.0
180,0.001981,0.002273,0.001926,0.002069,20150531,0.0,0.0
181,0.00181,0.001939,0.00181,0.001923,20150601,0.0,0.0
182,0.001808,0.002275,0.001808,0.001831,20150602,0.0,0.0
183,0.00203,0.002143,0.001762,0.001807,20150603,0.0,0.0
184,0.001726,0.002018,0.001704,0.002018,20150604,0.0,0.0
185,0.001762,0.001868,0.001735,0.001735,20150605,0.0,0.0
186,0.001782,0.00191,0.001755,0.001757,20150606,0.0,0.0
187,0.001962,0.00221,0.00177,0.001772,20150607,0.0,0.0
188,0.002057,0.002201,0.001726,0.002007,20150608,0.0,0.0
189,0.001876,0.002151,0.001864,0.002066,20150609,0.0,0.0
190,0.001947,0.002174,0.001869,0.001869,20150610,0.0,0.0
191,0.002117,0.002287,0.001956,0.001956,20150611,0.0,0.0
192,0.002132,0.00253,0.002097,0.002123,20150612,0.0,0.0
193,0.002085,0.002383,0.001981,0.00215,20150613,0.0,0.0
194,0.002127,0.002151,0.002036,0.002097,20150614,0.0,0.0
195,0.002173,0.00237,0.002124,0.002157,20150615,0.0,0.0
196,0.002371,0.002498,0.002201,0.002291,20150616,0.0,0.0
197,0.002212,0.002719,0.001784,0.002348,20150617,0.0,0.0
198,0.002179,0.002288,0.002139,0.002221,20150618,0.0,0.0
199,0.002141,0.002241,0.002141,0.002141,20150619,0.0,0.0
200,0.002205,0.002291,0.002148,0.00219,20150620,0.0,0.0
201,0.002922,0.00299,0.002197,0.002197,20150621,0.0,0.0
202,0.004207,0.005001,0.002697,0.002962,20150622,0.0,0.0
203,0.003025,0.004254,0.002867,0.004144,20150623,0.0,0.0
204,0.002887,0.002985,0.002887,0.002985,20150624,0.0,0.0
205,0.002658,0.002974,0.002329,0.002911,20150625,0.0,0.0
206,0.002315,0.002663,0.00231,0.002663,20150626,0.0,0.0
207,0.002745,0.002758,0.002382,0.002389,20150627,0.0,0.0
208,0.002631,0.002987,0.002387,0.002725,20150628,0.0,0.0
209,0.004122,0.005139,0.002701,0.002716,20150629,0.0,0.0
210,0.00374,0.004981,0.003708,0.004236,20150630,0.0,0.0
211,0.003638,0.003754,0.003632,0.003648,20150701,0.0,0.0
212,0.003375,0.003686,0.003319,0.003599,20150702,0.0,0.0
213,0.003323,0.003535,0.00332,0.003381,20150703,0.0,0.0
214,0.003262,0.003523,0.003262,0.00339,20150704,0.0,0.0
215,0.003379,0.003385,0.003377,0.003382,20150705,0.0,0.0
216,0.003234,0.003622,0.003234,0.003366,20150706,0.0,0.0
217,0.003061,0.003234,0.003061,0.0032,20150707,0.0,0.0
218,0.003087,0.003191,0.002821,0.003089,20150708,0.0,0.0
219,0.002961,0.003195,0.002794,0.003092,20150709,0.0,0.0
220,0.002981,0.003145,0.002978,0.00312,20150710,0.0,0.0
221,0.002888,0.003139,0.002888,0.003069,20150711,0.0,0.0
222,0.003092,0.003101,0.00307,0.00307,20150712,0.0,0.0
223,0.002909,0.003307,0.002872,0.002892,20150713,0.0,0.0
224,0.002829,0.003013,0.002829,0.002875,20150714,0.0,0.0
225,0.002724,0.002829,0.002721,0.002795,20150715,0.0,0.0
226,0.002628,0.002763,0.002628,0.002658,20150716,0.0,0.0
227,0.002531,0.002791,0.002531,0.002791,20150717,0.0,0.0
228,0.002519,0.002642,0.00248,0.00248,20150718,0.0,0.0
229,0.002478,0.002511,0.002478,0.002511,20150719,0.0,0.0
230,0.002519,0.002544,0.002519,0.002519,20150720,0.0,0.0
231,0.002495,0.002514,0.002495,0.002495,20150721,0.0,0.0
232,0.002507,0.002507,0.002507,0.002507,20150722,0.0,0.0
233,0.00251,0.00251,0.002499,0.002499,20150723,0.0,0.0
234,0.002618,0.002633,0.002618,0.002627,20150724,0.0,0.0
235,0.002662,0.002827,0.002616,0.002622,20150725,0.0,0.0
236,0.002646,0.002693,0.002643,0.00269,20150726,0.0,0.0
237,0.002658,0.002681,0.002658,0.002658,20150727,0.0,0.0
238,0.002664,0.002687,0.002664,0.002664,20150728,0.0,0.0
239,0.002624,0.002627,0.002595,0.002616,20150729,0.0,0.0
240,0.002514,0.002612,0.002511,0.002612,20150730,0.0,0.0
241,0.002483,0.002497,0.002483,0.002485,20150731,0.0,0.0
242,0.00244,0.002468,0.00244,0.002454,20150801,0.0,0.0
243,0.002414,0.002476,0.002414,0.002448,20150802,0.0,0.0
244,0.002416,0.002478,0.002416,0.002416,20150803,0.0,0.0
245,0.002448,0.002502,0.002434,0.002439,20150804,0.0,0.0
246,0.002403,0.002426,0.002403,0.002426,20150805,0.0,0.0
247,0.002555,0.002555,0.002371,0.002394,20150806,0.0,0.0
248,0.002551,0.002562,0.002418,0.002554,20150807,0.0,0.0
249,0.00225,0.002374,0.00225,0.002374,20150808,0.0,0.0
250,0.002275,0.002414,0.002272,0.002296,20150809,0.0,0.0
251,0.002333,0.00237,0.002264,0.00227,20150810,0.0,0.0
252,0.002314,0.00247,0.002314,0.002384,20150811,0.0,0.0
253,0.002302,0.002409,0.002302,0.002302,20150812,0.0,0.0
254,0.002266,0.002437,0.002266,0.002266,20150813,0.0,0.0
255,0.002282,0.00238,0.002279,0.002279,20150814,0.0,0.0
256,0.00224,0.002332,0.00224,0.002243,20150815,0.0,0.0
257,0.002211,0.002214,0.002209,0.002211,20150816,0.0,0.0
258,0.002211,0.002299,0.002211,0.002211,20150817,0.0,0.0
259,0.002122,0.002124,0.002122,0.002122,20150818,0.0,0.0
260,0.001941,0.001946,0.001941,0.001944,20150819,0.0,0.0
261,0.001995,0.00202,0.001995,0.002016,20150820,0.0,0.0
262,0.001836,0.001999,0.001803,0.001975,20150821,0.0,0.0
263,0.001793,0.001974,0.001772,0.001813,20150822,0.0,0.0
264,0.001769,0.001905,0.001769,0.001771,20150823,0.0,0.0
265,0.001649,0.001687,0.001649,0.001649,20150824,0.0,0.0
266,0.001707,0.001753,0.001707,0.00172,20150825,0.0,0.0
267,0.001629,0.0018,0.001629,0.001741,20150826,0.0,0.0
268,0.00167,0.001784,0.00161,0.001613,20150827,0.0,0.0
269,0.001679,0.001848,0.001679,0.001737,20150828,0.0,0.0
270,0.001657,0.001826,0.001657,0.001657,20150829,0.0,0.0
271,0.001656,0.001711,0.001656,0.001656,20150830,0.0,0.0
272,0.001606,0.001719,0.001606,0.001664,20150831,0.0,0.0
273,0.00159,0.00159,0.00159,0.00159,20150901,0.0,0.0
274,0.001667,0.001669,0.001372,0.0016,20150902,0.0,0.0
275,0.00147,0.001649,0.00147,0.001649,20150903,0.0,0.0
276,0.001607,0.001607,0.001497,0.001497,20150904,0.0,0.0
277,0.001636,0.001928,0.001631,0.001631,20150905,0.0,0.0
278,0.001679,0.001979,0.001679,0.001679,20150906,0.0,0.0
279,0.001905,0.001914,0.001677,0.001677,20150907,0.0,0.0
280,0.002189,0.002189,0.001703,0.001934,20150908,0.0,0.0
281,0.002018,0.00216,0.00189,0.002137,20150909,0.0,0.0
282,0.002143,0.002143,0.001905,0.002024,20150910,0.0,0.0
283,0.002039,0.002159,0.001919,0.002159,20150911,0.0,0.0
284,0.002003,0.002003,0.001652,0.002003,20150912,0.0,0.0
285,0.001618,0.001957,0.001616,0.001957,20150913,0.0,0.0
286,0.001724,0.001724,0.001517,0.001616,20150914,0.0,0.0
287,0.001825,0.001825,0.001519,0.001721,20150915,0.0,0.0
288,0.001602,0.001817,0.0016,0.001817,20150916,0.0,0.0
289,0.001838,0.001855,0.001629,0.001631,20150917,0.0,0.0
290,0.001289,0.001855,0.001161,0.001834,20150918,0.0,0.0
291,0.001618,0.001964,0.001283,0.001283,20150919,0.0,0.0
292,0.001449,0.001964,0.001387,0.001618,20150920,0.0,0.0
293,0.001697,0.001919,0.001419,0.001419,20150921,0.0,0.0
294,0.001725,0.00184,0.001725,0.001725,20150922,0.0,0.0
295,0.001938,0.00194,0.001379,0.001724,20150923,0.0,0.0
296,0.00187,0.002104,0.00176,0.001971,20150924,0.0,0.0
297,0.002101,0.002115,0.00188,0.00188,20150925,0.0,0.0
298,0.002062,0.002109,0.001874,0.002095,20150926,0.0,0.0
